iter	Logloss
0	0.2181353098
1	0.1726152849
2	0.1570559791
3	0.1357668312
4	0.1244303652
5	0.1188767935
6	0.1156432118
7	0.1078275278
8	0.1043678811
9	0.09858514714
10	0.09388356447
11	0.09117891407
12	0.08521695942
13	0.08012104452
14	0.07720903211
15	0.07681773696
16	0.0743369422
17	0.0712629103
18	0.06854996969
19	0.06278548487
20	0.06042891642
21	0.06021389164
22	0.06014844439
23	0.05837468692
24	0.0566889979
25	0.05402224083
26	0.05280082349
27	0.05017517704
28	0.04845695462
29	0.0443426818
30	0.04305360782
31	0.04152245576
32	0.04130743432
33	0.0397861444
34	0.03743382118
35	0.03646449425
36	0.03578526454
37	0.03374101066
38	0.03289128768
39	0.03106295969
40	0.03079211952
41	0.02946978792
42	0.02822195472
43	0.02662128372
44	0.02659445068
45	0.02531013923
46	0.02437308037
47	0.02205065563
48	0.02140842815
49	0.02132230543
50	0.02058672968
51	0.02022946308
52	0.01967339169
53	0.01919315368
54	0.01918443628
55	0.01881803511
56	0.0182549651
57	0.01803795622
58	0.01739451224
59	0.01739439042
60	0.01672136669
61	0.01595172064
62	0.01590231147
63	0.01567736448
64	0.0156329548
65	0.0148773961
66	0.01474516327
67	0.01403305474
68	0.01339567824
69	0.01264619869
70	0.01244168519
71	0.01232564814
72	0.01190000736
73	0.01137798206
74	0.01106285402
75	0.01087505027
76	0.01054230971
77	0.01054181243
78	0.01054180075
79	0.01054175319
80	0.01054166892
81	0.01054166141
82	0.0105415688
83	0.01054146868
84	0.0105414887
85	0.01054136855
86	0.01054130931
87	0.01054130931
88	0.01054116831
89	0.01054115412
90	0.01054105316
91	0.0105410298
92	0.01054084124
93	0.01054069773
94	0.01054069773
95	0.01054067103
96	0.01054070273
97	0.01054064266
98	0.0105405926
99	0.01054056006
100	0.01054054504
101	0.01054046744
102	0.01054036649
103	0.01054034396
104	0.01054038401
105	0.0105402722
106	0.01054026219
107	0.01054014705
108	0.01054002774
109	0.01054003191
110	0.01054000521
111	0.01053990842
112	0.01053995348
113	0.01053980913
114	0.01053980496
115	0.01053946538
116	0.01053937944
117	0.01053929099
118	0.01053931436
119	0.01053931436
120	0.01053931436
121	0.01048676966
122	0.01034491498
123	0.01015483342
124	0.01015437703
125	0.01012570505
126	0.009428468172
127	0.00912007009
128	0.008831706677
129	0.00860050365
130	0.008545732874
131	0.008357849021
132	0.00824162424
133	0.008218351416
134	0.008218298851
135	0.008033064928
136	0.008033064928
137	0.007774090204
138	0.007773887454
139	0.0074210897
140	0.007297585955
141	0.007073102869
142	0.00686191115
143	0.006725974596
144	0.006637988337
145	0.006637418468
146	0.006637336284
147	0.006636963324
148	0.006635904104
149	0.006635760176
150	0.006635363855
151	0.006635211167
152	0.006635211167
153	0.00663495919
154	0.006634943754
155	0.006548469774
156	0.006390538637
157	0.006390481483
158	0.006390463962
159	0.006390380526
160	0.006314765333
161	0.006314435343
162	0.006313492098
163	0.00631336319
164	0.006313006918
165	0.006312185072
166	0.006312233465
167	0.006311872604
168	0.006209363462
169	0.006079993327
170	0.006079962456
171	0.00607185247
172	0.006071857476
173	0.005928765445
174	0.005928154693
175	0.005927865169
176	0.005927285289
177	0.005927242736
178	0.00592698033
179	0.005926841409
180	0.005926738782
181	0.00592672585
182	0.005827931281
183	0.005827874962
184	0.005827310934
185	0.005648959653
186	0.005560839479
187	0.00556071349
188	0.005560355549
189	0.005559864528
190	0.005559190782
191	0.005559184941
192	0.005558990952
193	0.005558812399
194	0.005558246703
195	0.005558254629
196	0.005557844541
197	0.005557661816
198	0.005557630944
199	0.005405704285
200	0.005275399249
201	0.005087736919
202	0.005087548771
203	0.00494133623
204	0.004941320378
205	0.004941236107
206	0.004941207322
207	0.004941076327
208	0.004940708791
209	0.004887134489
210	0.004887083593
211	0.004887094022
212	0.004887138243
213	0.004887113212
214	0.004887032697
215	0.004886908377
216	0.004886999739
217	0.004886854978
218	0.004886857898
219	0.004886804499
220	0.004886791149
221	0.004886760278
222	0.004886547516
223	0.004886384398
224	0.004886335588
225	0.004886263416
226	0.004886220864
227	0.004886129918
228	0.004886046482
229	0.004886016445
230	0.004885990997
231	0.004885980568
232	0.004885895046
233	0.004885792837
234	0.0048857628
235	0.004885684787
236	0.004885685621
237	0.004885436565
238	0.004885459092
239	0.004885439902
240	0.004885389423
241	0.004885313079
242	0.004884944292
243	0.004884931776
244	0.004884835825
245	0.004884835825
246	0.004884603872
247	0.004884584682
248	0.004884584682
249	0.004884262619
250	0.004884161661
251	0.004883729462
252	0.004883185459
253	0.004883141238
254	0.004883065311
255	0.004883071152
256	0.004882729481
257	0.004882661481
258	0.004882593897
259	0.00488252548
260	0.00488240116
261	0.004882315221
262	0.004882274755
263	0.004882204251
264	0.004882043219
265	0.004881839635
266	0.004881806678
267	0.004881658996
268	0.004879107521
269	0.00487909876
270	0.004878961925
271	0.004878958588
272	0.004878920207
273	0.00487890644
274	0.004878801311
275	0.004878184301
276	0.004877968202
277	0.004877728323
278	0.004877622776
279	0.004877576469
280	0.004877576469
281	0.004877519733
282	0.004877314063
283	0.0048773174
284	0.004877235633
285	0.004877078773
286	0.00487698449
287	0.00487691941
288	0.004876649912
289	0.00487632618
290	0.004876297394
291	0.004875463033
292	0.004874954908
293	0.00487480806
294	0.004874649949
295	0.004638628905
296	0.004571623898
297	0.004511345507
298	0.00451124747
299	0.004511180304
300	0.004511203666
301	0.004511105628
302	0.004511005505
303	0.004455890138
304	0.00445561313
305	0.004455531363
306	0.004341450055
307	0.004341360778
308	0.004341328238
309	0.004341324483
310	0.004341203918
311	0.004340713314
312	0.004340681608
313	0.004340281115
314	0.004340278195
315	0.004340049997
316	0.004340081286
317	0.004340055421
318	0.004339858094
319	0.004339847665
320	0.004339666191
321	0.004339575246
322	0.004339585258
323	0.004339551884
324	0.004339202704
325	0.004339102998
326	0.004339051268
327	0.004338422577
328	0.004338404638
329	0.00433833622
330	0.004338219827
331	0.004337931555
332	0.0043378598
333	0.004337526056
334	0.004337406325
335	0.004336654983
336	0.004336605756
337	0.004336409681
338	0.004336120158
339	0.004336120158
340	0.004336107643
341	0.004241932096
342	0.004241799849
343	0.004241740193
344	0.004241533688
345	0.004241347626
346	0.004148555866
347	0.004148384822
348	0.004148041482
349	0.004147910071
350	0.004147841653
351	0.004147672278
352	0.004147549627
353	0.004147497896
354	0.004147256349
355	0.004147079882
356	0.004146879218
357	0.004146740297
358	0.004146698162
359	0.004146565081
360	0.004146531707
361	0.004146384025
362	0.004145348583
363	0.004145288926
364	0.00414507241
365	0.004144829611
366	0.004144726567
367	0.004144552186
368	0.004144532161
369	0.004144532161
370	0.004144532161
371	0.004144381976
372	0.004144210932
373	0.004144142932
374	0.004144094122
375	0.004144082441
376	0.004143897213
377	0.004143713236
378	0.004143555542
379	0.004143438731
380	0.004143137527
381	0.004143114999
382	0.004142999858
383	0.004142242675
384	0.004142241424
385	0.004142137963
386	0.004142020318
387	0.00414201114
388	0.004141776685
389	0.004141739973
390	0.004141668218
391	0.00414150218
392	0.004141476315
393	0.004141162178
394	0.004141090006
395	0.004141061638
396	0.004141067478
397	0.004141017417
398	0.004140995723
399	0.004140933146
400	0.004140844704
401	0.004140757096
402	0.004140698274
403	0.004140721218
404	0.004140548506
405	0.004046477671
406	0.004046301621
407	0.004046216516
408	0.004046173129
409	0.004046173129
410	0.004046104711
411	0.004046074675
412	0.004045913226
413	0.004045845225
414	0.004045741765
415	0.004045741765
416	0.004045741765
417	0.004045644144
418	0.004045554868
419	0.004045446401
420	0.004045410523
421	0.004045384241
422	0.004045232805
423	0.004045179405
424	0.004045073859
425	0.004044927011
426	0.004044875698
427	0.004044763894
428	0.004044735943
429	0.004044598273
430	0.004044489806
431	0.004044489389
432	0.004044324186
433	0.004044261191
434	0.004044191522
435	0.004044048847
436	0.004043965411
437	0.004043869876
438	0.004043864453
439	0.004043808134
440	0.004043769336
441	0.004043572009
442	0.004043448941
443	0.004043340892
444	0.004043025086
445	0.004042927049
446	0.004042873232
447	0.004042715538
448	0.004042689673
449	0.004042528641
450	0.004042309205
451	0.004042290014
452	0.004042068074
453	0.004041801496
454	0.004041811091
455	0.00404159082
456	0.00404152574
457	0.004041464831
458	0.004041443972
459	0.004041259579
460	0.004041262499
461	0.00404119867
462	0.004041088535
463	0.004041071013
464	0.004040975062
465	0.004040990915
466	0.004040820705
467	0.004040752705
468	0.004040728091
469	0.004040580409
470	0.004040462764
471	0.004040365144
472	0.004040181585
473	0.004040026394
474	0.004039967154
475	0.004039854515
476	0.004039673876
477	0.004039694318
478	0.004039605041
479	0.004039311764
480	0.004039222904
481	0.004039196205
482	0.004039225824
483	0.004039153652
484	0.004039052695
485	0.004038985946
486	0.004038842436
487	0.004038760251
488	0.004038754411
489	0.004038604643
490	0.004037889596
491	0.004037759435
492	0.004037683509
493	0.004037599238
494	0.004037618428
495	0.004037308046
496	0.004037240463
497	0.004037220438
498	0.004037160364
499	0.004037008511
500	0.004037049394
501	0.004036766546
502	0.004036750276
503	0.00403673484
504	0.004036388164
505	0.004036387329
506	0.003946304738
507	0.003946287634
508	0.003946215879
509	0.003946215879
510	0.003946164983
511	0.00394610324
512	0.003945954307
513	0.003945869619
514	0.003876308131
515	0.003876333996
516	0.003876265578
517	0.003876226363
518	0.003876186731
519	0.003876167124
520	0.003876156277
521	0.003876115811
522	0.003876129995
523	0.003876107467
524	0.003876104547
525	0.003876069504
526	0.003876064497
527	0.00387604489
528	0.00387605073
529	0.003876051982
530	0.003876054485
531	0.003876053651
532	0.003875986902
533	0.003875977307
534	0.003875960202
535	0.00387598273
536	0.003875970215
537	0.00387587176
538	0.003875888447
539	0.003875774974
540	0.003875501304
541	0.003875352788
542	0.003875310235
543	0.003875329008
544	0.00387527102
545	0.003875246824
546	0.003875184664
547	0.003875168811
548	0.003874865521
549	0.003874865521
550	0.003874309002
551	0.0038742798
552	0.003874069541
553	0.003874098326
554	0.003873921025
555	0.003873694079
556	0.003873448777
557	0.003873412482
558	0.003873321119
559	0.003873237683
560	0.003873166763
561	0.003873095842
562	0.003873130051
563	0.003873090836
564	0.003873011989
565	0.00387283719
566	0.003872829681
567	0.003872801313
568	0.003872768773
569	0.00387230904
570	0.003872017014
571	0.003871904375
572	0.003871930657
573	0.003871771294
574	0.003871660742
575	0.003871510557
576	0.003871393746
577	0.003871253573
578	0.003871192665
579	0.003871187242
580	0.003871122996
581	0.003871077941
582	0.003871087119
583	0.003871009106
584	0.003871028713
585	0.003871014946
586	0.003870840565
587	0.003870748785
588	0.003870658257
589	0.00387045509
590	0.003870485127
591	0.003870447581
592	0.003870374992
593	0.003870288635
594	0.003870285298
595	0.003870248169
596	0.003870183923
597	0.003870153469
598	0.003870073787
599	0.003869876461
600	0.003869864363
601	0.003869809712
602	0.00386978051
603	0.00386961322
604	0.00386961322
605	0.003869455526
606	0.003869429661
607	0.003869251108
608	0.003869226077
609	0.003869184776
610	0.003869070886
611	0.003869115524
612	0.003868945732
613	0.00386876551
614	0.003868705853
615	0.003868623251
616	0.003868570269
617	0.003868520208
618	0.003868458465
619	0.003868029186
620	0.003868028769
621	0.003867998732
622	0.003867901529
623	0.003867865235
624	0.003867824768
625	0.003867730068
626	0.003867520644
627	0.003867199832
